columns,and,for,in,mln,of,oil,on,said,the,to
grain/article176.txt,0.1337321636315667,0.14934822163747077,0.4207899905822967,0.0,0.5233376519035668,0.0,0.1832808626126446,0.2630459503858886,0.6241155655694889,0.12868184498748342
grain/article286.txt,0.0,0.5880546292278964,0.0,0.0,0.2575785013347764,0.0,0.7216634957319535,0.2589340989937565,0.0,0.0
grain/article546.txt,0.19637764002189875,0.05482722052459026,0.1544761990149302,0.07691522375341864,0.19212246744650316,0.0,0.2018526935685869,0.14485018474055714,0.7790047491818035,0.4724038770120688
grain/article342.txt,0.0,0.36180043709511633,0.0,0.0,0.6339003877349714,0.0,0.0,0.31861825598677584,0.6047752881022678,0.0
grain/article294.txt,0.5879168890008076,0.0,0.0,0.0,0.0,0.0,0.0,0.5782047961221665,0.0,0.5657145440670017
grain/article040.txt,0.3124441643312868,0.3489286274649701,0.3277032076558288,0.489499981918735,0.305674025738845,0.0,0.0,0.0,0.5832591383707442,0.0
grain/article061.txt,0.4235315264416253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3953164459222579,0.815074201342075
grain/article285.txt,0.14716975080614497,0.6574197250642355,0.0,0.0,0.14398083027787975,0.0,0.6050915085592309,0.2894771603001192,0.27473101388577864,0.0
grain/article171.txt,0.21491628034955404,0.16800861049180485,0.225412289580586,0.40404601149894764,0.3153891100120384,0.0,0.058908852115018694,0.2325025680099918,0.7020959995905882,0.24816010798497104
grain/article442.txt,0.1527551820491787,0.08529628985815606,0.32043077681226073,0.11965923417245042,0.5977809385478985,0.0,0.31402806296835184,0.1502317428632816,0.5703153781371392,0.2204797049979906
grain/article384.txt,0.03931133118892987,0.0,0.12369361439735764,0.9854123380984869,0.0,0.0,0.0,0.0,0.11007739513971562,0.0
grain/article050.txt,0.18483365556918718,0.051604223337890796,0.33925587440310057,0.6515441257117107,0.18082862168599956,0.0,0.06332895339579461,0.31811551808611527,0.5175608844540218,0.1333901387400222
grain/article534.txt,0.13056999393441912,0.048605600586967765,0.456489091712214,0.7500583961671193,0.08516050811201718,0.0,0.0,0.34243478121919646,0.20311933793103185,0.20939848803283154
grain/article166.txt,0.4235315264416253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3953164459222579,0.815074201342075
grain/article461.txt,0.07217320749206282,0.080600955642263,0.07569797839744877,0.0,0.42365601415794485,0.0,0.2967416521378468,0.21294282663500927,0.7410164180199418,0.34723813802676234
grain/article402.txt,0.2613959619847063,0.3892259573713786,0.09138731010707685,0.0,0.3409759358988386,0.0,0.0,0.085692610488644,0.7319463809818616,0.33536599071898254
grain/article356.txt,0.11007827068964604,0.0,0.46181694544251617,0.34491482103723653,0.21538612007742367,0.0,0.15086303742523366,0.3247794981860097,0.6164700574888161,0.31776368333649735
grain/article179.txt,0.6292839354709918,0.0,0.5500139110761584,0.0,0.10260806881548147,0.0,0.0,0.10314807994668203,0.4894682633120958,0.20183979589852744
grain/article359.txt,0.10376118096875785,0.11587749298202404,0.21765726946057082,0.0,0.5075642550408971,0.0,0.1422054219211907,0.10204709816960782,0.7747900446493745,0.19968539867380425
grain/article427.txt,0.11750449634087183,0.06561281552007112,0.3081078538248635,0.09204596436827606,0.5747918594639759,0.0,0.0,0.0,0.6580590625254541,0.339201018801865
grain/article241.txt,0.25306672028538446,0.17663600701910778,0.23224766942026379,0.0,0.30947898857273365,0.0,0.08670742612121665,0.3422185039246392,0.6495713613897276,0.45658087572576855
grain/article368.txt,0.29556958351302615,0.26406686600487306,0.12400180468727287,0.0,0.2313320709234534,0.0,0.24304810491620799,0.2906869218632502,0.6069341287750178,0.5119336211456375
grain/article011.txt,0.21887100112638247,0.16295254583778265,0.22956014968456187,0.5715013183406275,0.4282568706314815,0.0,0.0,0.21525536168626816,0.5447736528307984,0.14040364199791916
grain/article325.txt,0.20241895127706985,0.0,0.42460924028327185,0.5285428262155849,0.2640438315546684,0.0,0.0,0.26543345529294166,0.5668022478406286,0.19477471539701063
grain/article556.txt,0.2279014414557829,0.16967583596822017,0.31870882084074437,0.0,0.3716053353648712,0.0,0.31234051440128985,0.29884883154566144,0.6381568943435693,0.29239316521872893
grain/article312.txt,0.2784183118058818,0.0,0.36501951494350543,0.4361923637988613,0.13619272805313012,0.0,0.0,0.13690949029206786,0.5847085610411547,0.4688320062279528
grain/article498.txt,0.7710718972613132,0.1722221692724117,0.323491699205336,0.0,0.30174562738197774,0.0,0.0,0.3033336701105705,0.0,0.29678112329340656
grain/article078.txt,0.0,0.7575770643529633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6527457327063471
grain/article270.txt,0.20119884536204932,0.22469306511123951,0.6330747813092409,0.0,0.19683920539035812,0.0,0.0,0.0,0.6572834045944967,0.19360068608378175
grain/article250.txt,0.0,0.631215402653167,0.0,0.0,0.5529673923264722,0.0,0.0,0.0,0.0,0.5438696337147918
grain/article170.txt,0.23413213407458658,0.2614720116886793,0.42974155127070585,0.18340505037339347,0.40085304914724856,0.0,0.0,0.2302643883531267,0.49170279900157815,0.4505805359820405
grain/article130.txt,0.20383662503074754,0.0,0.0,0.31934673665766256,0.39883965763625445,0.0,0.2793595157153887,0.20046934596221808,0.7610292516635055,0.0
grain/article181.txt,0.5412548564186467,0.24178312251485543,0.1135376959190813,0.5087838519834208,0.21181071026407527,0.0,0.1483587108498358,0.10646271939476333,0.5051972115872043,0.20832587057896515
grain/article051.txt,0.0,0.7575770643529633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6527457327063471
grain/article492.txt,0.22393457483038454,0.18756275382375592,0.2348710165031329,0.087708447495779,0.3833940073414113,0.0,0.23017792202619805,0.38541175345036754,0.6009220501986049,0.37708617403991773
grain/article578.txt,0.2627210040730611,0.5867984736001197,0.0,0.0,0.514056565166082,0.0,0.0,0.25838098452188957,0.0,0.5055989913425075
grain/article278.txt,0.36648303956601563,0.23874531571919602,0.16015883973258888,0.1913871999338262,0.20914948226626862,0.0,0.08371126012938243,0.24028594873292122,0.7981597162039064,0.029386918105144603
grain/article378.txt,0.34940907207636285,0.13006998994988717,0.48863119355970425,0.0,0.3418379662166124,0.0,0.0,0.4581826786810138,0.5435532104174999,0.0
grain/article290.txt,0.17739780801398525,0.07924510134230833,0.11163690160458137,0.0,0.45124013068780605,0.0,0.09724997306697543,0.17446728497555486,0.7947831027476916,0.2731175700692737
grain/article453.txt,0.07877278905542398,0.0,0.08261986811213902,0.0,0.1541318308875013,0.0,0.6477519395374876,0.23241450596788318,0.5882004443240133,0.37898989873476885
grain/article337.txt,0.27077962978244835,0.4031985032917506,0.0,0.0,0.7947368743547385,0.0,0.0,0.044384414294364995,0.33698755721315726,0.1302768959957526
grain/article445.txt,0.10558672391824876,0.1179162066738209,0.33222999880253234,0.0,0.20659767503575813,0.0,0.2894146825216227,0.3115274521886101,0.68986878381019,0.40639720680559277
grain/article533.txt,0.09021507553141064,0.0,0.3784838765522209,0.5653525702544325,0.4413013342566514,0.0,0.0,0.13308715142570127,0.5473329733622673,0.1302122322313962
grain/article252.txt,0.20647925805425438,0.23059007764492892,0.21656322281964674,0.0,0.4040104008733677,0.0,0.565962525396094,0.0,0.5781716922217558,0.1986816870118777
grain/article134.txt,0.0,0.631215402653167,0.0,0.0,0.5529673923264722,0.0,0.0,0.0,0.0,0.5438696337147918
grain/article472.txt,0.10769703786478868,0.12027294439834309,0.451826838742316,0.3374535619850363,0.5268171225847136,0.0,0.0,0.21183587335755488,0.40208964468604735,0.4145196833966908
grain/article120.txt,0.2283115769770048,0.1274858907341927,0.35919267181925,0.0,0.055841112448613034,0.0,0.0,0.39294497190697564,0.5860298885240414,0.5492238022549264
grain/article557.txt,0.16127210588867014,0.06003467817101224,0.33829651783216597,0.0,0.47333283326202363,0.0,0.07367484849310701,0.26434661896976297,0.6522896586591523,0.3620907665254833
grain/article261.txt,0.39944535033786255,0.08364169531236094,0.20947666420508043,0.07822537355850014,0.2686681543123486,0.0,0.10264549453053079,0.3928467129879201,0.699065357494257,0.24022532826676168
grain/article004.txt,0.05644368859349522,0.0630346827956944,0.23680106611820514,0.0,0.38654454275998823,0.0,0.0773564687322041,0.11102253419203992,0.7902523298675359,0.3801848749179168
grain/article328.txt,0.07393689238416114,0.41285294020207725,0.15509559508176865,0.0,0.14466960901034925,0.0,0.0,0.21814647573510199,0.3450565978572029,0.7825917874126108
grain/article217.txt,0.44651978921180396,0.0,0.0,0.0,0.17473778309485316,0.0,0.12239169683341332,0.08782870113648637,0.7501918727485597,0.42965722485053903
grain/article233.txt,0.2071098521982753,0.30839240931975404,0.07240820456967129,0.0,0.27016284089082,0.0,0.0,0.33948083509082316,0.773249928990029,0.26571795617179594
grain/article547.txt,0.44817868755421575,0.0,0.23503334400377707,0.0,0.1096168526369008,0.32186157676724175,0.0,0.2203874999270768,0.627482471224444,0.4312534758461958
grain/article258.txt,0.13350264181740706,0.08519537045602114,0.14002259907054576,0.41831180233811976,0.29853683317192053,0.0,0.2091043444184637,0.2250809913674188,0.6586469462521826,0.40373454293327127
grain/article144.txt,0.15039884566135492,0.1679610912280927,0.3154879481039143,0.0,0.0,0.0,0.0,0.14791433197373827,0.7018974199769712,0.5788764772253371
grain/article315.txt,0.18617620750397657,0.20791621661435838,0.26035815825985636,0.0,0.303570137970795,0.0,0.17010386024655186,0.3662013393953955,0.7530181005204819,0.17914536954914884
grain/article389.txt,0.0,0.0,0.16462686560976683,0.9836320897286223,0.0,0.0,0.0,0.0,0.07325235269673824,0.0
grain/article419.txt,0.1670063263948939,0.12433856434617131,0.23355003381401615,0.0,0.3812376882929844,0.0,0.07629444488700382,0.4379932411575449,0.5715621907913835,0.48209828409604927
grain/article056.txt,0.07809938448657133,0.08721913911588941,0.491481456220608,0.856497133275118,0.07640710241726101,0.0,0.0,0.0,0.07289651224630292,0.0
grain/article257.txt,0.40817925858171966,0.22792140919228987,0.16054266762602148,0.0,0.4991683772555475,0.0,0.0,0.2508977133981603,0.6191037527495962,0.24547787651436978
grain/article393.txt,0.2810691369384837,0.19316301671837277,0.1814128598131207,0.0,0.19036996776326148,0.0,0.0888939719389708,0.2764260154117225,0.7870341072822502,0.33286734990397654
grain/article398.txt,0.06499380341464747,0.18145801080761403,0.1022519234867955,0.0,0.1907564916152764,0.0,0.08907446070439143,0.2876406223403024,0.7583000841966127,0.5003147969215372
grain/article077.txt,0.0888064799567831,0.4958825719730812,0.09314358104510365,0.27826264847129273,0.1737643863388213,0.0,0.0,0.08733944133669631,0.6631225274082718,0.4272637702612237
grain/article394.txt,0.08450536472581371,0.2831194590269924,0.17726481878158643,0.5295714143850921,0.16534855171677953,0.0,0.23163038302458724,0.24932813513264104,0.631005880019223,0.24394220393121105
grain/article483.txt,0.22443970853958656,0.12532389525816134,0.2354008197630366,0.0,0.3293647173333297,0.0,0.30759618530508964,0.33109811525844385,0.5237196192284259,0.5399096784019609
grain/article029.txt,0.044199895260856506,0.1974446707362842,0.09271702984778028,0.1384941720854712,0.3891794220411867,0.0,0.06057626460839021,0.1738789404152636,0.8251071957480887,0.25518426903300256
grain/article200.txt,0.35445328955661504,0.31667456510865266,0.22305837627110078,0.0,0.34677288400325423,0.0,0.0,0.4183174782501591,0.59551218897542,0.272854051102851
grain/article293.txt,0.3233147358659098,0.0,0.3956221179374221,0.0,0.21087270020302462,0.0,0.0,0.3179737381798257,0.7544398959543637,0.15555246992596175
grain/article231.txt,0.41862491267940666,0.0,0.0,0.3279256113262316,0.2047770080890467,0.0,0.0,0.4117094385548831,0.5861050559045494,0.4028157823702078
grain/article082.txt,0.24063597562320924,0.0,0.06309701867683361,0.18849976918061928,0.3531326992317361,0.0,0.08244832056513333,0.17749559226986908,0.8422692825575887,0.17366137176357116
grain/article049.txt,0.338150461377442,0.0,0.35466494021693545,0.0,0.6616466212829831,0.242844302297056,0.0,0.0,0.1578116742593028,0.4880706040167603
grain/article093.txt,0.0,0.4080584661672107,0.19161808139049463,0.0,0.35747389085371584,0.0,0.0,0.35935522321288654,0.5115741672818218,0.5273887668038841
grain/article536.txt,0.31259115787526803,0.23272852374235892,0.5464289667020318,0.40810856145393004,0.20387855612026867,0.0,0.07140139353250427,0.307427308332714,0.38902236029885784,0.3007863316485546
grain/article381.txt,0.19309351941073524,0.16173095321984307,0.45567845091212666,0.07562893234258038,0.425046393439759,0.0,0.0661590036410607,0.1424277833043027,0.585747168605235,0.41805326954142025
