columns,0,1,2,3,4
grain/article176.txt,0.9000357318709837,-0.0811440731927559,-0.21004765026071087,-0.20616944834160736,-0.1573306736555759
grain/article286.txt,0.34885404336804476,-0.17173918884403586,-0.02773383167691032,0.33444204419445744,-0.4345372120948068
grain/article546.txt,0.9276632477719711,-0.0804109998858149,-0.19663105246380091,-0.038789372831675835,0.23469562537545058
grain/article342.txt,0.7589883227912716,-0.20609812614657252,-0.2513607286413845,0.027608475274178028,-0.427213738702567
grain/article294.txt,0.5090290963060542,-0.055023771374333126,0.05741139275275538,0.35910279757848124,0.28117442640091517
grain/article040.txt,0.7952709753205693,0.37817802916864357,-0.20341323415374984,-0.012752055065816217,-0.33467587500635504
grain/article061.txt,0.6698372134829439,-0.10072272978166834,-0.06615106550355641,0.3185215838266276,0.5643011275174034
grain/article285.txt,0.5375772785039422,-0.21160776050177504,-0.09401908253443918,0.2917105748646642,-0.4533003379573025
grain/article171.txt,0.9350681809737595,0.24831809813284253,-0.20464960331169493,-0.017766435952390566,-0.07238507485950149
grain/article442.txt,0.8929039938089681,0.011472575390041304,-0.19755345793147677,-0.13130377530557308,-0.0858243365878528
grain/article384.txt,0.26374677424006326,0.9316778344939725,-0.014635220151306414,0.06844452287328076,-0.09039822375800924
grain/article050.txt,0.7876373355767707,0.5626211972626279,-0.12645141560265893,-0.09069399701037177,-0.07824271784003704
grain/article534.txt,0.6070213499353017,0.7395790393094787,-0.023197343296230466,0.03699390557229878,0.008576413807913115
grain/article166.txt,0.6698372134829439,-0.10072272978166837,-0.06615106550355637,0.3185215838266275,0.5643011275174038
grain/article461.txt,0.9019150691406003,-0.18864770127516634,-0.21977649145091804,-0.0658933897422269,0.061116276761387554
grain/article402.txt,0.9068436258342568,-0.19210447616304355,-0.2418502995692071,0.147845515599994,-0.09161554039807311
grain/article356.txt,0.902936630402505,0.28013467561697036,-0.14393997530870858,-0.1631505666377358,0.12425881721543316
grain/article179.txt,0.7713441632625478,0.044401959838228054,-0.11682283119462174,-0.22721205672688688,0.08355083535116506
grain/article359.txt,0.9043323755050229,-0.1424118335258695,-0.2569794445197955,-0.17530339374231727,-0.07123321738366446
grain/article427.txt,0.889967714386938,-0.0015106830587651254,-0.23162976661984097,-0.09767546677038633,0.04755865101360477
grain/article241.txt,0.9595784236996445,-0.13740716746865553,-0.1787704578249649,0.05788778870282314,0.10113215057139707
grain/article368.txt,0.9291731919430626,-0.17754749192753452,-0.15815091948894464,0.18667999395883397,0.11176320117680802
grain/article011.txt,0.8437695282133745,0.4364197276109984,-0.1821732398162508,0.010892235105263501,-0.20111790127175355
grain/article325.txt,0.8489241032144057,0.4694647677751417,-0.1491513695411506,-0.15252793892183297,-0.006164227324597912
grain/article556.txt,0.9441659868874249,-0.1226985444797992,-0.182736668635882,-0.07899020917033213,-0.022503369087461634
grain/article312.txt,0.8754569256305151,0.36699909049202395,-0.1326948050408476,-0.006285078642012486,0.2504362231949509
grain/article498.txt,0.6077227581015959,0.015572615326188236,-0.009785316425712487,0.21760240792377558,-0.06620555553336058
grain/article078.txt,0.3811779689006576,-0.1466913681004001,-0.014028883594027299,0.8285466408078601,0.07575335930671077
grain/article270.txt,0.8373972043869347,0.00022882641401963008,-0.19355839440031833,-0.21178633417098722,-0.004113881437783788
grain/article250.txt,0.5008074953504562,-0.1529882766238647,-0.08248616881318394,0.7042662218627299,-0.10926815902585878
grain/article170.txt,0.9364956534044308,0.10405350743349363,-0.15548626249261935,0.12731381584047033,0.03449639282696197
grain/article130.txt,0.8202807950428755,0.12142356321944477,-0.231783039727804,-0.22479292623362607,-0.19609793028280711
grain/article181.txt,0.8179976779495483,0.3510934351665175,-0.14607919149305268,0.14719421419036857,-0.15156926164451795
grain/article051.txt,0.3811779689006576,-0.1466913681004001,-0.014028883594027299,0.8285466408078601,0.07575335930671077
grain/article492.txt,0.959468469190085,-0.06249878675160506,-0.1708714425869903,0.0439213612228337,0.00116892903605915
grain/article578.txt,0.6003022699700203,-0.1538881594948862,-0.06303381213964707,0.6794374797774387,-0.1641228773906468
grain/article278.txt,0.8910038044902662,0.02424784442437272,-0.23355404694863605,-0.12949735685764036,-0.24141071970591854
grain/article378.txt,0.838650621200194,-0.026191854765133377,-0.16526998590448277,-0.2540839404013289,-0.23031014790534682
grain/article290.txt,0.9223275989379758,-0.16731783407134648,-0.24957492758517322,-0.11914208609813265,-0.004562560627078423
